Domain,Instance,Anchor,Competitor,NPairs,WinsAnchor,Ties,LossesAnchor,MeanAnchor,MeanCompetitor,MedianAnchor,MedianCompetitor,RawP,HolmDomainP,RejectHolmDomain
FIR_EXTERNAL,1,A-C1,MPHB,30,28,0,2,0.00573886257758604,0.0135612979931966,0.00498952913244555,0.0114037795878138,5.21649344703338e-06,0.000124876629239082,1
FIR_EXTERNAL,2,A-C1,MPHB,30,29,0,1,0.0214703206426058,0.0344842882398155,0.0212255856753455,0.0310087800672841,1.92092110490315e-06,0.000124876629239082,1
FIR_EXTERNAL,3,A-C1,MPHB,30,30,0,0,0.00515681436015733,0.0133304505969886,0.00507530405141678,0.0122575237749581,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,4,A-C1,MPHB,30,30,0,0,0.0214869065664112,0.0337911432445602,0.0219018038370187,0.0304786868303612,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,5,A-C1,MPHB,30,30,0,0,0.00176046133194598,0.00687360938737434,0.00147259608567057,0.00606501142072486,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,6,A-C1,MPHB,30,30,0,0,0.00666755992175006,0.0123535777985115,0.00693271280085514,0.0103508388256662,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,7,A-C1,MPHB,30,30,0,0,0.00163243470126284,0.00858704121652394,0.00142176382268058,0.00637446100103351,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,8,A-C1,MPHB,30,29,0,1,0.00360188653907194,0.0092242317677794,0.00324255144809555,0.00858781230474587,2.35342099512154e-06,0.000124876629239082,1
FIR_EXTERNAL,1,A-C1,HBA,30,26,0,4,0.00573886257758604,0.0178215267207646,0.00498952913244555,0.0107607655491553,4.44933728345311e-05,0.000285005813863979,1
FIR_EXTERNAL,2,A-C1,HBA,30,27,0,3,0.0214703206426058,0.0403398114233227,0.0212255856753455,0.0307973805052734,3.18167941096986e-06,0.000124876629239082,1
FIR_EXTERNAL,3,A-C1,HBA,30,29,0,1,0.00515681436015733,0.017770102344488,0.00507530405141678,0.0102552838964137,3.18167941096986e-06,0.000124876629239082,1
FIR_EXTERNAL,4,A-C1,HBA,30,29,0,1,0.0214869065664112,0.043885007692154,0.0219018038370187,0.0290664153979706,2.35342099512154e-06,0.000124876629239082,1
FIR_EXTERNAL,5,A-C1,HBA,30,27,0,3,0.00176046133194598,0.0123290486935027,0.00147259608567057,0.00521761967209428,5.21649344703338e-06,0.000124876629239082,1
FIR_EXTERNAL,6,A-C1,HBA,30,26,0,4,0.00666755992175006,0.0115686327847961,0.00693271280085514,0.00976899812127662,8.46608169038389e-06,0.000124876629239082,1
FIR_EXTERNAL,7,A-C1,HBA,30,25,0,5,0.00163243470126284,0.00769731616591803,0.00142176382268058,0.00484346564617883,2.1630223983537e-05,0.000173041791868296,1
FIR_EXTERNAL,8,A-C1,HBA,30,29,0,1,0.00360188653907194,0.0237924615474562,0.00324255144809555,0.0147851739715079,2.60332838953893e-06,0.000124876629239082,1
FIR_EXTERNAL,1,A-C1,MPA,30,27,0,3,0.00573886257758604,0.0101761432470677,0.00498952913244555,0.00942097855841452,8.46608169038389e-06,0.000124876629239082,1
FIR_EXTERNAL,2,A-C1,MPA,30,28,0,2,0.0214703206426058,0.0295219107852784,0.0212255856753455,0.028285587038719,6.98378314747711e-06,0.000124876629239082,1
FIR_EXTERNAL,3,A-C1,MPA,30,28,0,2,0.00515681436015733,0.0118624717471848,0.00507530405141678,0.00948200855274232,2.60332838953893e-06,0.000124876629239082,1
FIR_EXTERNAL,4,A-C1,MPA,30,26,0,4,0.0214869065664112,0.0290140512920764,0.0219018038370187,0.0276587395600353,1.23807956145645e-05,0.000124876629239082,1
FIR_EXTERNAL,5,A-C1,MPA,30,29,0,1,0.00176046133194598,0.00521683509365842,0.00147259608567057,0.00380477428099396,1.92092110490315e-06,0.000124876629239082,1
FIR_EXTERNAL,6,A-C1,MPA,30,22,0,8,0.00666755992175006,0.0099865454038611,0.00693271280085514,0.00940819828486062,0.00066392128426448,0.0033196064213224,1
FIR_EXTERNAL,7,A-C1,MPA,30,30,0,0,0.00163243470126284,0.00894315683750815,0.00142176382268058,0.00535419573757356,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,8,A-C1,MPA,30,29,0,1,0.00360188653907194,0.0074846525042257,0.00324255144809555,0.00684889329869661,1.92092110490315e-06,0.000124876629239082,1
FIR_EXTERNAL,1,A-C1,EODE,30,18,0,12,0.00573886257758604,0.0062684772222704,0.00498952913244555,0.00535636217465018,0.416533807391879,0.416533807391879,0
FIR_EXTERNAL,2,A-C1,EODE,30,18,0,12,0.0214703206426058,0.0243517857056381,0.0212255856753455,0.0231303152281115,0.0544625039718911,0.108925007943782,0
FIR_EXTERNAL,3,A-C1,EODE,30,21,0,9,0.00515681436015733,0.00709165486938307,0.00507530405141678,0.00597507415631693,0.00411403077932271,0.0154169451475165,1
FIR_EXTERNAL,4,A-C1,EODE,30,27,0,3,0.0214869065664112,0.0264637986986527,0.0219018038370187,0.0271217757345349,3.18167941096986e-06,0.000124876629239082,1
FIR_EXTERNAL,5,A-C1,EODE,30,26,0,4,0.00176046133194598,0.00358146660374294,0.00147259608567057,0.00294201503345905,4.07151162662827e-05,0.000285005813863979,1
FIR_EXTERNAL,6,A-C1,EODE,30,22,0,8,0.00666755992175006,0.0082626690363839,0.00693271280085514,0.00843127794173391,0.00385423628687913,0.0154169451475165,1
FIR_EXTERNAL,7,A-C1,EODE,30,29,0,1,0.00163243470126284,0.00868515264269753,0.00142176382268058,0.00861718545048788,2.12663601073143e-06,0.000124876629239082,1
FIR_EXTERNAL,8,A-C1,EODE,30,30,0,0,0.00360188653907194,0.029547526111809,0.00324255144809555,0.0283478271732392,1.73439762832058e-06,0.000124876629239082,1
FIR_EXTERNAL,1,A-C1,RLTLBO,30,30,0,0,0.00573886257758604,0.151356735684753,0.00498952913244555,0.124476623302092,1.73439762832058e-06,0.000124876629239082,1
