AlgIdx,CasePos,CaseID,RunIdx,Alias,Algorithm,Family,Role,PairID,Seed,OK,BestFit,TimeSec,FEs,Message
1,2,2,24,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262429,1,0.0214749603073365,3.01532945833333,149857,
1,2,2,25,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262430,1,0.0222682017424221,2.97336729166667,149857,
1,2,2,26,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262431,1,0.0225980430438861,2.99745966666667,149857,
1,2,2,27,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262432,1,0.0270716467965581,3.01716729166667,149857,
1,2,2,28,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262433,1,0.0213004204508118,2.98654195833333,149857,
1,2,2,29,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262434,1,0.0233459532712587,2.98080345833333,149857,
1,2,2,30,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20262435,1,0.0238231280959663,2.99207070833333,149857,
1,3,3,1,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263406,1,0.00477564406218018,2.964199625,149857,
1,3,3,2,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263407,1,0.00613941847275682,2.99689633333333,149857,
1,3,3,3,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263408,1,0.00520480869952754,2.97729154166667,149857,
1,3,3,4,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263409,1,0.00502126775809076,3.02628220833333,149857,
1,3,3,5,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263410,1,0.00472359201154325,2.96090183333333,149857,
1,3,3,6,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263411,1,0.00766769481503142,3.00030591666667,149857,
1,3,3,7,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263412,1,0.005992043918631,2.97613804166667,149857,
1,3,3,8,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263413,1,0.00477220783453868,3.0940915,149857,
1,3,3,9,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263414,1,0.00477041327949166,2.96030420833333,149857,
1,3,3,10,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263415,1,0.00529612218469165,2.963525,149857,
1,3,3,11,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263416,1,0.00582855721378814,2.95852870833333,149857,
1,3,3,12,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263417,1,0.00556689435576539,3.013931,149857,
1,3,3,13,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263418,1,0.00457068834043983,3.06060970833333,149857,
1,3,3,14,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263419,1,0.00511113145995127,2.97979416666667,149857,
1,3,3,15,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263420,1,0.00608732859974014,3.13320566666667,149857,
1,3,3,16,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263421,1,0.00535889975946163,2.95046625,149857,
1,3,3,17,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263422,1,0.00623479203471662,2.93333616666667,149857,
1,3,3,18,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263423,1,0.00573276636494717,2.949160625,149857,
1,3,3,19,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263424,1,0.00864624557739586,2.97418795833333,149857,
1,3,3,20,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263425,1,0.00522325349380506,2.92157104166667,149857,
1,3,3,21,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263426,1,0.00473930404232392,2.95673566666667,149857,
1,3,3,22,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263427,1,0.00741533855919556,2.97742933333333,149857,
1,3,3,23,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263428,1,0.00532883321807095,2.99161604166667,149857,
1,3,3,24,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263429,1,0.00493462969117728,3.01825416666667,149857,
1,3,3,25,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263430,1,0.00523079664866101,2.962135875,149857,
1,3,3,26,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263431,1,0.00698295177936316,2.95028983333333,149857,
1,3,3,27,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263432,1,0.00689358000074735,2.992581,149857,
1,3,3,28,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263433,1,0.00485013542726184,2.96332808333333,149857,
1,3,3,29,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263434,1,0.00502139184776576,3.03039504166667,149857,
1,3,3,30,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20263435,1,0.00770637024375055,2.95484933333333,149857,
1,4,4,1,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264406,1,0.0213337901523049,3.00359933333333,149857,
1,4,4,2,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264407,1,0.0209744163477296,2.99861254166667,149857,
1,4,4,3,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264408,1,0.0246524812866963,2.98623129166667,149857,
1,4,4,4,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264409,1,0.0187343248962705,2.99322129166667,149857,
1,4,4,5,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264410,1,0.0174963794592636,2.98067416666667,149857,
1,4,4,6,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264411,1,0.0225587553206845,2.99573716666667,149857,
1,4,4,7,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264412,1,0.0224725973290228,2.98954641666667,149857,
1,4,4,8,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264413,1,0.0209770530707557,3.003292,149857,
1,4,4,9,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264414,1,0.018381599852918,3.006212875,149857,
1,4,4,10,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264415,1,0.0225714714216124,2.999937375,149857,
1,4,4,11,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264416,1,0.0266009047215355,2.96798654166667,149857,
1,4,4,12,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264417,1,0.0205267001111347,3.018922125,149857,
1,4,4,13,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264418,1,0.0232342957935951,3.03379441666667,149857,
1,4,4,14,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264419,1,0.0225198819574775,3.00886520833333,149857,
1,4,4,15,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264420,1,0.0230637381123043,3.028940375,149857,
1,4,4,16,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264421,1,0.017024987681596,3.00374058333333,149857,
1,4,4,17,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264422,1,0.0173872360728691,2.99404904166667,149857,
1,4,4,18,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264423,1,0.0239991404436533,3.004884625,149857,
1,4,4,19,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264424,1,0.0234021592733501,3.005149,149857,
1,4,4,20,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264425,1,0.0217025529589216,3.01244041666667,149857,
1,4,4,21,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264426,1,0.0222869752308438,2.975329625,149857,
1,4,4,22,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264427,1,0.0224011788827977,3.003966375,149857,
1,4,4,23,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264428,1,0.0244834751084442,2.9978685,149857,
1,4,4,24,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264429,1,0.0189502406446315,2.99752925,149857,
1,4,4,25,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264430,1,0.0214490267969794,3.00288029166667,149857,
1,4,4,26,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264431,1,0.0194185291119734,2.99781616666667,149857,
1,4,4,27,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264432,1,0.0271337522457163,3.01884495833333,149857,
1,4,4,28,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264433,1,0.0213486773596122,2.996902125,149857,
1,4,4,29,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264434,1,0.0254246374033809,3.04058583333333,149857,
1,4,4,30,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20264435,1,0.0219142694434522,3.07537541666667,149857,
1,5,5,1,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265406,1,0.00273988527895493,2.97817495833333,149857,
1,5,5,2,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265407,1,0.00246273379144958,2.95779229166667,149857,
1,5,5,3,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265408,1,0.0036815207090588,2.990520125,149857,
1,5,5,4,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265409,1,0.00157461714229329,2.9907805,149857,
1,5,5,5,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265410,1,0.00392792382406913,3.02275995833333,149857,
1,5,5,6,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265411,1,0.00222051462218021,2.98880591666667,149857,
1,5,5,7,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265412,1,0.0019531883912182,2.97824466666667,149857,
1,5,5,8,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265413,1,0.00160491221277217,2.983380375,149857,
1,5,5,9,B-C1,MPHBS_SARSA_C1_K03_Ni09_BEFORE_W050_G300_R250,MPHBS_SARSA,SARSA,PAIR_C1_BEFORE,20265414,1,0.00132464843927409,2.97380458333333,149857,
